12981.942792174636 74838 64448
26027.895003231482 150045 129087
39037.419089719115 225042 193524
52018.32107833286 299874 257965
65027.671697564925 374870 322400
78097.21545596274 450213 387157
91083.14799511587 525074 451491
104122.6819175607 600244 515801
117148.51192647786 675335 580440
130166.709375962 750382 644843
143196.35566459582 825495 709307
156226.86928952884 900613 774163
169279.5867237218 975859 838584
182275.7538312056 1050779 902877
195287.5329920756 1125789 967249
208280.40422162242 1200690 1031701
221318.03000420894 1275849 1096308
234317.31952237003 1350787 1160879
247297.18070742866 1425613 1224924
260276.86842522764 1500438 1289300
273285.69864268013 1575431 1353653
286294.8757946523 1650426 1418089
299354.87885375874 1725714 1482731
312390.42302922724 1800861 1547372
325430.1304189319 1876032 1612144
338466.71539795946 1951185 1676714
351493.7596776955 2026283 1741216
364487.67171080114 2101190 1805666
377493.03258305724 2176163 1870085
390508.10762186407 2251192 1934766
403463.68339054444 2325878 1998863
416506.860125428 2401069 2063337
429521.06782790145 2476093 2128136
442546.0305004854 2551179 2192599
455585.56442289596 2626349 2257380
468621.10859833023 2701496 2321828
481659.7751844417 2776661 2386375
494645.01385452144 2851518 2450560
507647.4257833259 2926474 2514941
520614.10345660226 3001224 2579312
533628.3111590757 3076248 2643695
546661.7737273922 3151383 2708232
559684.481325598 3226456 2772771
572687.2401889216 3301414 2837198
585691.213323065 3376379 2901567
598696.9211298059 3451354 2965897
611727.9551564842 3526475 3030250
624720.1325169575 3601372 3094512
637764.0031208643 3676567 3159155
650814.9858824247 3751803 3223925
663794.8470674495 3826629 3288095
676816.5138620961 3901696 3352588
689808.6912225697 3976593 3417084
702818.7357108069 4051593 3481356
715811.9538748394 4126496 3545572
728784.8763694705 4201282 3609815
741803.9411552197 4276334 3674372
754804.0980096462 4351277 3738489
767826.8056078518 4426350 3802935
780864.778324924 4501511 3867576
793866.6698519487 4576464 3931870
806844.2759625951 4651277 3996221
819850.6776383757 4726256 4060682
832869.568956865 4801307 4125094
845871.2870166298 4876259 4189639
858878.5560287096 4951243 4254012
871851.6519906005 5026030 4318343
884903.5020884601 5101271 4382990
897887.5264877211 5176121 4447228
910883.6935951706 5251041 4511716
923909.8705385735 5326134 4576230
936922.1701011886 5401147 4640697
949961.0101545601 5476313 4705353
962983.8912200257 5551387 4769891
975976.415515019 5626286 4833997
988977.613173004 5701235 4898463
1001982.2801761865 5776204 4963063
1014993.7124025021 5851212 5027633
1027989.3591081732 5926129 5092123
1041003.913745166 6001155 5156534
1053995.74417112 6076050 5221093
1066980.1155049005 6150902 5285343
1079943.4973002402 6225633 5349808
1092975.2251959578 6300758 5414361
1105898.3625870135 6375257 5478285
1118891.4072837867 6450159 5542650
1131884.1050460397 6525059 5606956
1144904.7310371278 6600120 5671597
1157929.867176971 6675207 5736203
1170967.1460250036 6750364 5800722
1183955.3336385004 6825238 5865072
1196918.021564801 6899965 5929395
1209919.2192227857 6974914 5993845
1222947.651240567 7050020 6058436
1235944.8591515757 7124946 6122940
1248938.0773156083 7199849 6187529
1261935.6321611374 7274777 6251947
1274933.533941185 7349707 6316353
1287945.1396347613 7424716 6380687
1300937.3169952345 7499613 6445185
1313943.892138275 7574593 6509672
1326962.2630549853 7649641 6574322
1339964.15458201 7724594 6638942
1352961.3624930182 7799520 6703333
1365956.8357314286 7874436 6767709
1378981.7984040123 7949522 6832385
1391997.0469100447 8024552 6896889
1405044.2133918898 8099766 6961424
1418058.5945616222 8174791 7026082
1431035.5068032292 8249600 7090360
1444023.3474822075 8324472 7154899
1457006.851479689 8399319 7219262
1470056.61997043 8474548 7283807
1483098.2354999587 8549730 7348257
1496052.770465046 8624410 7412625
1509046.1620963388 8699314 7477045
1522041.1149329694 8774227 7541390
1535077.8733792228 8849381 7605827
1548082.0199806257 8924347 7670351
1561091.0236653045 8999341 7734666
1574094.1294631474 9074301 7798972
1587171.8261827233 9149691 7863454
1600145.962948173 9224484 7927644
1613165.895070222 9299541 7992414
1626155.9908235765 9374426 8056828
1639197.432885846 9449607 8121320
1652166.3656335005 9524370 8185547
1665141.5432025094 9599169 8249908
1678177.4343124626 9674318 8314377
1691173.4279526523 9749237 8378694
1704191.1050003236 9824281 8443222
1717245.036705302 9899534 8507732
1730271.9075177442 9974631 8572462
1743301.727273603 10049745 8636782
1756339.6999906749 10124906 8701634
1769337.2548362033 10199834 8766045
