13035.197240946614 75145 65487
26070.567949153003 150291 130818
39095.5306217667 225377 196376
52086.49371145142 300267 261775
65081.79348263612 375182 327018
78091.66450364774 450181 392367
91127.55561363584 525330 458185
104128.05940261587 600275 523640
117147.64459017864 675330 589113
130156.99520941073 750326 654624
143170.33557561922 825345 720305
156186.10448346546 900378 785918
169207.4243436269 975443 851792
182209.48933794542 1050397 917257
195213.9828739018 1125365 982818
208227.49670737007 1200385 1048440
221263.21435009842 1275533 1114272
234267.18748427523 1350498 1179925
247259.71177930257 1425397 1245607
260252.7564761093 1500299 1311281
273249.79091989255 1575224 1376917
286334.9467316762 1650657 1443185
299333.36891353823 1725590 1508796
312349.8316904236 1800627 1574769
325341.1417146321 1875519 1640599
338404.6141189354 1950827 1706913
351442.933770561 2025990 1772868
364445.3456993996 2100946 1838674
377444.11481578136 2175881 1904535
390447.9144826983 2250845 1970609
403519.1929136945 2326198 2036740
416506.1662563888 2401065 2102900
429506.8435125945 2476011 2168945
442498.1535367686 2550903 2234929
455494.1471769586 2625822 2300890
468454.7534961409 2700537 2366902
481490.471138835 2775685 2433194
494472.24046371767 2850522 2499364
507495.4684637032 2925598 2565559
520498.40079428704 3000557 2631737
533527.3532138471 3075666 2698026
546518.6632380213 3150558 2764126
559532.8709404949 3225582 2830548
572500.0690155511 3300335 2896844
585520.8684738987 3375397 2963268
598530.9129621363 3450397 3029682
611544.2533283104 3525416 3096303
624535.3898852249 3600307 3162515
637548.0363823599 3675322 3228976
650559.9890104554 3750333 3295171
663612.1860428347 3825576 3361870
676599.5063200321 3900445 3428177
689563.4085171515 3975179 3494548
702588.7181242551 4050267 3561164
715618.8848146342 4125383 3627569
728652.1739156903 4200517 3694514
741593.5253690301 4275121 3760841
754608.7738750624 4350151 3827597
767604.073646213 4425066 3894286
780647.0769138207 4500256 3960932
793680.0190803573 4575388 4027686
806670.2883009723 4650274 4094303
819681.5470600284 4725281 4160844
832688.295670329 4800262 4227524
845699.727896645 4875270 4294277
858675.946269213 4950075 4360933
871699.521203718 5025153 4427841
884716.1574478291 5100191 4494691
897734.7018317989 5175240 4561536
910736.9402933434 5250195 4628465
923731.199260935 5325104 4695146
936734.8254605584 5400067 4761972
949757.7065260237 5475141 4828855
962754.914437033 5550067 4895567
975806.764534892 5625308 4962829
988808.1356601376 5700258 5029740
1001844.0267700914 5775407 5096616
1014900.3870167072 5850674 5163689
1027911.472308503 5925680 5230512
1040941.8124661422 6000797 5297850
1053993.1421622226 6076035 5364989
1066996.0744928066 6150994 5431896
1079990.853862177 6225906 5498776
1093019.806281737 6301015 5566013
1106026.7283592972 6375997 5632914
1119024.977073866 6450929 5699874
1132053.7560261663 6526037 5767253
1145066.2290560408 6601051 5834455
1158060.1410891134 6675958 5901625
1171083.8894908777 6751037 5968776
1184076.5872531312 6825937 6036009
1197081.7746580932 6900909 6103210
1210078.9825691015 6975835 6170368
1223102.7309708667 7050914 6237619
1236091.9593879227 7125794 6304669
1249110.330304633 7200842 6371984
1262117.9462512322 7275828 6439145
1275129.8988793273 7350839 6506397
1288185.044855124 7426099 6573842
1301235.3337476447 7501331 6641236
1314275.3880718355 7576504 6708669
1327288.55497075 7651522 6775922
1340284.2016764202 7726439 6843321
1353296.1543045158 7801450 6910807
1366302.3825130363 7876428 6978127
1379325.6105130226 7951504 7045438
1392299.4003439513 8026295 7112721
1405326.0976891352 8101391 7180032
1418387.3150190255 8176686 7247651
1431380.0127812785 8251586 7314829
1444353.8026122083 8326377 7382188
1457390.7345257218 8401532 7449821
1470399.9116776595 8476527 7517113
1483405.2725498814 8551500 7584554
1496439.255519977 8626638 7651941
1509407.4943985918 8701397 7719042
1522448.5895263415 8776576 7786757
1535448.9198480274 8851520 7854274
1548444.9134882176 8926439 7921722
1561463.8048067065 9001490 7989033
1574432.2171525822 9076250 8056166
1587450.935003811 9151300 8123659
1600450.3979891979 9226239 8191099
1613491.4931169471 9301418 8258498
1626464.415611579 9376204 8325978
1639492.5006948397 9451308 8393547
1652498.7289033607 9526286 8461185
1665521.9569033452 9601362 8528904
1678562.3581620557 9676537 8596586
1691543.0866833802 9751368 8664102
1704565.1004125455 9826437 8731813
1717572.0224901054 9901419 8799509
1730590.393406815 9976467 8867190
1743599.7440260137 10051463 8934886
1756585.676565133 10126324 9002511
1769629.02676726 10201516 9070390
1782616.6939789774 10276387 9137785
1795630.3812796709 10351408 9205543
1808669.221333043 10426574 9273330
1821691.23506221 10501643 9341232
1834680.6369465252 10576524 9408798
1847752.6092465268 10651881 9476685
1860761.6129312043 10726875 9544619
1873762.4636546706 10801822 9612401
1886766.0898542935 10876785 9680103
1899760.1753546253 10951693 9747801
1912786.8726998076 11026789 9815757
1925795.1825154466 11101779 9883392
1938859.1753214952 11177090 9951549
1951886.5665357166 11252190 10019444
1964902.8558453077 11327226 10087196
1977914.9819406637 11402238 10155291
1990955.3831993735 11477413 10223422
2003961.6114078935 11552391 10291444
2016982.2373989825 11627452 10359333
2030021.2509196135 11702619 10427258
2043033.8974167488 11777634 10495170
2056064.9314434265 11852755 10563274
2069106.3735056955 11927936 10631119
2082093.6937828935 12002805 10698851
2095114.6667085001 12077868 10766969
2108147.0884732576 12152997 10835247
2121197.724300298 12228231 10903392
2134201.177032661 12303193 10971134
2147195.609467513 12378103 11039064
2160202.0111432937 12453082 11106778
2173215.3515094686 12528101 11174819
2186221.5797179895 12603079 11242958
2199247.2362596123 12678169 11311117
2212240.107489125 12753070 11379074
2225251.3662481806 12828077 11447296
2238261.584203678 12903078 11515198
2251306.1486766245 12978277 11583517
2264357.9987744843 13053518 11651637
2277330.053932816 13128299 11719384
2290315.639537416 13203158 11787302
2303331.9288470065 13278194 11855416
2316393.840045937 13353493 11923606
2329402.843730615 13428487 11991757
2342404.2148558614 13503437 12059639
2355396.5656835944 13578335 12127651
2368390.3042494073 13653241 12195738
2381368.4307618327 13728057 12263808
2394387.3220803225 13803108 12331965
2407443.161925158 13878372 12400176
2420448.8697318994 13953347 12468318
2433466.3733123103 14028390 12536453
2446493.2441247525 14103487 12604531
2459485.594952484 14178385 12672631
2472539.179722944 14253636 12740946
2485507.4186015576 14328395 12808968
2498541.748506174 14403535 12877268
2511554.5684705693 14478551 12945434
2524562.531351688 14553539 13013571
2537584.3716135956 14628607 13081756
2550605.6914737215 14703672 13149749
2563616.2563637383 14778675 13217823
2576624.7396466373 14853666 13286134
2589656.814476874 14928793 13354369
2602663.042685395 15003771 13422702
2615676.38305157 15078790 13490989
2628691.805024861 15153821 13559353
2641717.288099226 15228910 13627644
2654723.3428404857 15303887 13695855
2667756.9788760617 15379023 13764312
2680751.7582454337 15453935 13832644
2693756.5987158767 15528905 13900926
2706789.7143496717 15604038 13969393
2719770.616338256 15678870 14037590
